Version: 3
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	1.3	2.4	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	1.3	4.1	3.8	6.1	0.0	0.0	0.0	0.0	0.0	1.2	6.0	4.0	0.2	0.0	
0.0	0.0	4.2	21.8	26.0	19.4	0.1	0.0	0.0	0.0	0.0	2.6	7.0	3.7	7.3	0.0	
0.0	0.0	25.3	42.1	36.1	31.0	0.0	0.0	0.0	0.0	0.0	15.8	33.8	40.6	13.0	0.0	
0.0	3.3	38.9	31.5	16.4	2.7	0.0	0.0	0.0	0.0	0.0	10.7	31.4	45.5	43.3	2.7	
0.0	0.5	21.1	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9	29.5	46.5	10.4	
0.0	0.0	6.8	9.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	16.9	22.2	0.0	
0.0	0.0	2.0	10.2	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	16.9	6.1	0.0	
0.0	0.0	0.6	15.2	28.0	2.2	0.0	0.0	0.0	0.0	0.0	0.9	8.6	14.1	0.7	0.0	
0.0	0.0	1.1	42.1	95.9	60.3	0.0	0.0	0.0	0.0	0.0	43.2	45.2	15.2	0.0	0.0	
0.0	0.0	0.0	31.7	104.4	71.0	0.0	0.0	0.0	0.0	9.7	107.0	85.3	11.1	0.0	0.0	
0.0	0.0	0.0	0.0	24.0	3.6	0.0	0.0	0.0	0.0	0.4	78.9	59.7	0.8	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Max:107.0 Mean:23.9 Area:74
